elapsed_s,wall_clock,channel,value,valid
1952.375,23:43:11.270,humidity,64.89,1
1952.375,23:43:11.270,noise,48.4,1
1955.456,23:43:14.350,temperature,20.39,1
1955.456,23:43:14.350,humidity,64.77,1
1955.456,23:43:14.350,noise,51.7,1
1958.536,23:43:17.431,temperature,20.39,1
1958.537,23:43:17.431,humidity,64.72,1
1958.587,23:43:17.482,noise,48.1,1
1961.667,23:43:20.562,temperature,20.37,1
1961.667,23:43:20.562,humidity,64.59,1
1961.667,23:43:20.562,noise,46.7,1
1964.749,23:43:23.643,temperature,20.32,1
1964.749,23:43:23.643,humidity,64.51,1
1964.749,23:43:23.643,noise,48.7,1
1967.830,23:43:26.724,temperature,20.35,1
1967.830,23:43:26.725,humidity,64.45,1
1967.830,23:43:26.725,noise,47.3,1
1970.911,23:43:29.806,temperature,20.29,1
1970.911,23:43:29.806,humidity,64.37,1
1970.961,23:43:29.856,noise,47.1,1
1974.039,23:43:32.934,temperature,20.3,1
1974.039,23:43:32.934,humidity,64.32,1
1974.039,23:43:32.934,noise,43.6,1
1977.120,23:43:36.015,temperature,20.28,1
1977.121,23:43:36.015,humidity,64.27,1
1977.121,23:43:36.015,noise,43.3,1
1980.199,23:43:39.093,temperature,20.23,1
1980.199,23:43:39.094,humidity,64.25,1
1980.199,23:43:39.094,noise,44.7,1
1983.329,23:43:42.224,temperature,20.24,1
1983.329,23:43:42.224,humidity,64.2,1
1983.329,23:43:42.224,noise,41.9,1
1986.409,23:43:45.304,temperature,20.2,1
1986.409,23:43:45.304,humidity,64.11,1
1986.409,23:43:45.304,noise,50.1,1
1989.489,23:43:48.384,temperature,20.19,1
1989.489,23:43:48.384,humidity,64.05,1
1989.489,23:43:48.384,noise,45.1,1
1992.571,23:43:51.466,temperature,20.17,1
1992.571,23:43:51.466,humidity,64.11,1
1992.622,23:43:51.517,noise,46.7,1
1995.700,23:43:54.595,temperature,20.19,1
1995.700,23:43:54.595,humidity,64.13,1
1995.700,23:43:54.595,noise,41.1,1
1998.780,23:43:57.674,temperature,20.2,1
1998.780,23:43:57.674,humidity,64.08,1
1998.780,23:43:57.674,noise,46.4,1
2001.860,23:44:00.755,temperature,20.24,1
2001.860,23:44:00.755,humidity,64.03,1
2001.860,23:44:00.755,noise,44.8,1
2004.943,23:44:03.838,temperature,20.2,1
2004.994,23:44:03.888,humidity,63.95,1
2004.994,23:44:03.888,noise,45.7,1
2008.073,23:44:06.968,temperature,20.19,1
2008.073,23:44:06.968,humidity,63.9,1
2008.073,23:44:06.968,noise,43.6,1
2011.151,23:44:10.046,temperature,20.17,1
2011.151,23:44:10.046,humidity,63.89,1
2011.151,23:44:10.046,noise,44.3,1
2014.230,23:44:13.125,temperature,20.19,1
2014.230,23:44:13.125,humidity,63.82,1
2014.281,23:44:13.175,noise,44.3,1
2017.362,23:44:16.257,temperature,20.17,1
2017.362,23:44:16.257,humidity,63.7,1
2017.362,23:44:16.257,noise,48.6,1
2020.441,23:44:19.336,temperature,20.14,1
2020.441,23:44:19.336,humidity,63.62,1
2020.441,23:44:19.336,noise,47.8,1
2023.518,23:44:22.413,temperature,20.13,1
2023.518,23:44:22.413,humidity,63.6,1
2023.518,23:44:22.413,noise,52.3,1
2026.650,23:44:25.545,temperature,20.11,1
2026.650,23:44:25.545,humidity,63.56,1
2026.650,23:44:25.545,noise,51.1,1
2029.726,23:44:28.621,temperature,20.11,1
2029.726,23:44:28.621,humidity,63.55,1
2029.726,23:44:28.621,noise,40.6,1
2032.804,23:44:31.699,temperature,20.12,1
2032.804,23:44:31.699,humidity,63.51,1
2032.804,23:44:31.699,noise,48.9,1
2035.933,23:44:34.828,temperature,20.13,1
2035.933,23:44:34.828,humidity,63.48,1
2035.933,23:44:34.828,noise,51.2,1
2039.015,23:44:37.909,temperature,20.11,1
2039.015,23:44:37.910,humidity,63.49,1
2039.015,23:44:37.910,noise,41.0,1
2042.097,23:44:40.991,temperature,20.08,1
2042.097,23:44:40.991,humidity,63.42,1
2042.097,23:44:40.991,noise,42.3,1
2045.175,23:44:44.070,temperature,20.07,1
2045.175,23:44:44.070,humidity,63.32,1
2045.175,23:44:44.070,noise,51.9,1
2048.305,23:44:47.200,temperature,20.08,1
2048.306,23:44:47.200,humidity,63.31,1
2048.306,23:44:47.200,noise,48.2,1
2051.381,23:44:50.276,temperature,20.06,1
2051.381,23:44:50.276,humidity,63.26,1
2051.381,23:44:50.276,noise,41.5,1
2054.457,23:44:53.352,temperature,20.05,1
2054.457,23:44:53.352,humidity,63.2,1
2054.457,23:44:53.352,noise,50.1,1
2057.586,23:44:56.481,temperature,20.05,1
2057.586,23:44:56.481,humidity,63.11,1
2057.586,23:44:56.481,noise,49.7,1
2060.668,23:44:59.562,temperature,20.02,1
2060.668,23:44:59.562,humidity,63.04,1
2060.668,23:44:59.562,noise,53.6,1
2063.744,23:45:02.639,temperature,20.04,1
2063.744,23:45:02.639,humidity,62.95,1
2063.744,23:45:02.639,noise,50.4,1
2066.874,23:45:05.769,temperature,19.99,1
2066.874,23:45:05.769,humidity,62.87,1
2066.874,23:45:05.769,noise,55.3,1
2069.953,23:45:08.848,temperature,20.01,1
2069.953,23:45:08.848,humidity,62.8,1
2069.953,23:45:08.848,noise,44.5,1
2073.033,23:45:11.928,temperature,19.99,1
2073.033,23:45:11.928,humidity,62.71,1
2073.033,23:45:11.928,noise,42.2,1
2076.112,23:45:15.007,temperature,19.97,1
2076.112,23:45:15.007,humidity,62.6,1
2076.163,23:45:15.058,noise,48.2,1
2079.243,23:45:18.138,temperature,19.99,1
2079.243,23:45:18.138,humidity,62.58,1
2079.243,23:45:18.138,noise,53.0,1
2082.324,23:45:21.219,temperature,19.96,1
2082.324,23:45:21.219,humidity,62.42,1
2082.324,23:45:21.219,noise,47.8,1
2085.404,23:45:24.299,temperature,19.94,1
2085.404,23:45:24.299,humidity,62.29,1
2085.404,23:45:24.299,noise,42.9,1
2088.534,23:45:27.429,temperature,19.93,1
2088.534,23:45:27.429,humidity,62.17,1
2088.534,23:45:27.429,noise,45.4,1
2091.616,23:45:30.510,temperature,19.9,1
2091.616,23:45:30.510,humidity,62.04,1
2091.616,23:45:30.511,noise,50.4,1
2094.696,23:45:33.590,temperature,19.87,1
2094.696,23:45:33.591,humidity,61.94,1
2094.696,23:45:33.591,noise,49.2,1
2097.775,23:45:36.670,temperature,19.84,1
2097.776,23:45:36.670,humidity,61.79,1
2097.776,23:45:36.670,noise,51.6,1
2100.908,23:45:39.803,temperature,19.82,1
2100.908,23:45:39.803,humidity,61.64,1
2100.908,23:45:39.803,noise,49.3,1
2103.988,23:45:42.883,temperature,19.76,1
2103.989,23:45:42.883,humidity,61.62,1
2103.989,23:45:42.883,noise,47.1,1
2107.067,23:45:45.962,temperature,19.76,1
2107.068,23:45:45.962,humidity,61.55,1
2107.068,23:45:45.962,noise,41.7,1
2110.146,23:45:49.041,temperature,19.74,1
2110.147,23:45:49.041,humidity,61.48,1
2110.197,23:45:49.092,noise,43.4,1
2113.276,23:45:52.171,temperature,19.71,1
2113.276,23:45:52.171,humidity,61.49,1
2113.276,23:45:52.171,noise,48.1,1
2116.353,23:45:55.248,temperature,19.73,1
2116.354,23:45:55.248,humidity,61.53,1
2116.354,23:45:55.248,noise,43.2,1
2119.431,23:45:58.326,temperature,19.72,1
2119.431,23:45:58.326,humidity,61.5,1
2119.482,23:45:58.377,noise,48.6,1
2122.558,23:46:01.453,temperature,19.74,1
2122.558,23:46:01.453,humidity,61.41,1
2122.558,23:46:01.453,noise,51.7,1
2125.637,23:46:04.531,temperature,19.71,1
2125.637,23:46:04.531,humidity,61.33,1
2125.637,23:46:04.531,noise,50.1,1
2128.716,23:46:07.611,temperature,19.72,1
2128.716,23:46:07.611,humidity,61.27,1
2128.767,23:46:07.662,noise,47.1,1
2131.846,23:46:10.741,temperature,19.71,1
2131.846,23:46:10.741,humidity,61.18,1
2131.846,23:46:10.741,noise,51.5,1
2134.923,23:46:13.818,temperature,19.7,1
2134.923,23:46:13.818,humidity,61.04,1
2134.923,23:46:13.818,noise,45.6,1
2138.000,23:46:16.894,temperature,19.67,1
2138.000,23:46:16.894,humidity,60.9,1
2138.000,23:46:16.894,noise,49.8,1
2141.128,23:46:20.023,temperature,19.68,1
2141.128,23:46:20.023,humidity,60.73,1
2141.128,23:46:20.023,noise,48.3,1
2144.206,23:46:23.101,temperature,19.68,1
2144.206,23:46:23.101,humidity,60.57,1
2144.206,23:46:23.101,noise,43.4,1
2147.285,23:46:26.180,temperature,19.65,1
2147.285,23:46:26.180,humidity,60.41,1
2147.285,23:46:26.180,noise,41.9,1
2150.414,23:46:29.308,temperature,19.65,1
2150.414,23:46:29.308,humidity,60.29,1
2150.414,23:46:29.308,noise,41.9,1
2153.492,23:46:32.387,temperature,19.63,1
2153.493,23:46:32.387,humidity,60.18,1
2153.493,23:46:32.387,noise,40.2,1
2156.572,23:46:35.467,temperature,19.64,1
2156.572,23:46:35.467,humidity,60.08,1
2156.572,23:46:35.467,noise,41.4,1
2159.651,23:46:38.546,temperature,19.61,1
2159.702,23:46:38.597,humidity,59.93,1
2159.702,23:46:38.597,noise,40.2,1
2162.781,23:46:41.676,temperature,19.6,1
2162.781,23:46:41.676,humidity,59.77,1
2162.781,23:46:41.676,noise,40.4,1
2165.858,23:46:44.753,temperature,19.57,1
2165.858,23:46:44.753,humidity,59.61,1
2165.858,23:46:44.753,noise,40.1,1
2168.940,23:46:47.835,temperature,19.55,1
2168.940,23:46:47.835,humidity,59.5,1
2168.991,23:46:47.886,noise,40.2,1
2172.074,23:46:50.969,temperature,19.55,1
2172.074,23:46:50.969,humidity,59.4,1
2172.074,23:46:50.969,noise,40.2,1
2175.155,23:46:54.050,temperature,19.59,1
2175.155,23:46:54.050,humidity,59.32,1
2175.155,23:46:54.050,noise,41.8,1
2178.236,23:46:57.131,temperature,19.55,1
2178.236,23:46:57.131,humidity,59.18,1
2178.236,23:46:57.131,noise,40.8,1
2181.319,23:47:00.214,temperature,19.54,1
2181.319,23:47:00.214,humidity,59.05,1
2181.319,23:47:00.214,noise,46.7,1
2184.449,23:47:03.344,temperature,19.54,1
2184.449,23:47:03.344,humidity,58.87,1
2184.449,23:47:03.344,noise,40.1,1
2187.525,23:47:06.420,temperature,19.5,1
2187.525,23:47:06.420,humidity,58.69,1
2187.525,23:47:06.420,noise,40.2,1
2190.608,23:47:09.503,temperature,19.45,1
2190.608,23:47:09.503,humidity,58.55,1
2190.609,23:47:09.503,noise,40.9,1
2193.689,23:47:12.583,temperature,19.43,1
2193.689,23:47:12.583,humidity,58.42,1
2193.739,23:47:12.634,noise,40.0,1
2196.819,23:47:15.714,temperature,19.43,1
2196.819,23:47:15.714,humidity,58.29,1
2196.819,23:47:15.714,noise,40.0,1
2199.898,23:47:18.793,temperature,19.39,1
2199.898,23:47:18.793,humidity,58.18,1
2199.898,23:47:18.793,noise,40.1,1
2202.981,23:47:21.875,temperature,19.37,1
2202.981,23:47:21.875,humidity,58.04,1
2202.981,23:47:21.875,noise,40.1,1
2206.112,23:47:25.006,temperature,19.33,1
2206.112,23:47:25.006,humidity,57.87,1
2206.112,23:47:25.006,noise,40.4,1
2209.190,23:47:28.085,temperature,19.29,1
2209.190,23:47:28.085,humidity,57.83,1
2209.190,23:47:28.085,noise,40.0,1
2212.270,23:47:31.165,temperature,19.29,1
2212.270,23:47:31.165,humidity,57.75,1
2212.270,23:47:31.165,noise,40.1,1
2215.350,23:47:34.245,temperature,19.27,1
2215.350,23:47:34.245,humidity,57.64,1
2215.401,23:47:34.295,noise,40.1,1
2218.483,23:47:37.378,temperature,19.25,1
2218.483,23:47:37.378,humidity,57.53,1
2218.483,23:47:37.378,noise,40.4,1
2221.562,23:47:40.456,temperature,19.23,1
2221.562,23:47:40.456,humidity,57.48,1
2221.562,23:47:40.456,noise,40.2,1
2224.639,23:47:43.534,temperature,19.23,1
2224.639,23:47:43.534,humidity,57.4,1
2224.639,23:47:43.534,noise,44.0,1
2227.766,23:47:46.661,temperature,19.19,1
2227.766,23:47:46.661,humidity,57.3,1
2227.766,23:47:46.661,noise,41.3,1
2230.848,23:47:49.742,temperature,19.19,1
2230.848,23:47:49.742,humidity,57.27,1
2230.848,23:47:49.742,noise,46.7,1
2233.929,23:47:52.824,temperature,19.18,1
2233.929,23:47:52.824,humidity,57.18,1
2233.929,23:47:52.824,noise,40.2,1
2237.008,23:47:55.903,temperature,19.19,1
2237.008,23:47:55.903,humidity,57.12,1
2237.059,23:47:55.954,noise,40.1,1
2240.141,23:47:59.035,temperature,19.17,1
2240.141,23:47:59.035,humidity,57.01,1
2240.141,23:47:59.036,noise,40.0,1
2243.222,23:48:02.117,temperature,19.15,1
2243.222,23:48:02.117,humidity,57.06,1
2243.222,23:48:02.117,noise,41.1,1
2246.301,23:48:05.196,temperature,19.14,1
2246.301,23:48:05.196,humidity,57.03,1
2246.301,23:48:05.196,noise,45.6,1
2249.429,23:48:08.324,temperature,19.15,1
2249.429,23:48:08.324,humidity,57.06,1
2249.429,23:48:08.324,noise,47.9,1
2252.511,23:48:11.406,temperature,19.14,1
2252.511,23:48:11.406,humidity,57.15,1
2252.511,23:48:11.406,noise,52.7,1
2255.593,23:48:14.488,temperature,19.17,1
2255.593,23:48:14.488,humidity,57.29,1
2255.593,23:48:14.488,noise,45.4,1
2258.672,23:48:17.567,temperature,19.14,1
2258.672,23:48:17.567,humidity,57.34,1
2258.672,23:48:17.567,noise,40.6,1
2261.801,23:48:20.696,temperature,19.17,1
2261.801,23:48:20.696,humidity,57.5,1
2261.801,23:48:20.696,noise,40.0,1
2264.881,23:48:23.776,temperature,19.18,1
2264.881,23:48:23.776,humidity,57.71,1
2264.881,23:48:23.776,noise,41.0,1
2267.960,23:48:26.854,temperature,19.19,1
2267.960,23:48:26.855,humidity,57.93,1
2267.960,23:48:26.855,noise,40.3,1
2271.087,23:48:29.982,temperature,19.21,1
2271.087,23:48:29.982,humidity,58.16,1
2271.087,23:48:29.982,noise,40.1,1
2274.162,23:48:33.057,temperature,19.22,1
2274.162,23:48:33.057,humidity,58.26,1
2274.162,23:48:33.057,noise,41.5,1
2277.239,23:48:36.134,temperature,19.24,1
2277.239,23:48:36.134,humidity,58.45,1
2277.239,23:48:36.134,noise,64.3,1
2280.366,23:48:39.261,temperature,19.26,1
2280.366,23:48:39.261,humidity,58.61,1
2280.366,23:48:39.261,noise,40.1,1
2283.445,23:48:42.339,temperature,19.26,1
2283.445,23:48:42.339,humidity,58.77,1
2283.445,23:48:42.339,noise,40.7,1
2286.522,23:48:45.417,temperature,19.28,1
2286.522,23:48:45.417,humidity,58.97,1
2286.522,23:48:45.417,noise,43.1,1
2289.654,23:48:48.549,temperature,19.3,1
2289.654,23:48:48.549,humidity,59.17,1
2289.654,23:48:48.549,noise,43.0,1
2292.730,23:48:51.624,temperature,19.31,1
2292.730,23:48:51.625,humidity,59.35,1
2292.730,23:48:51.625,noise,44.2,1
2295.805,23:48:54.700,temperature,19.35,1
2295.805,23:48:54.700,humidity,59.53,1
2295.805,23:48:54.700,noise,45.2,1
2298.933,23:48:57.828,temperature,19.38,1
2298.933,23:48:57.828,humidity,59.74,1
2298.933,23:48:57.828,noise,40.9,1
2302.009,23:49:00.904,temperature,19.39,1
2302.009,23:49:00.904,humidity,59.95,1
2302.009,23:49:00.904,noise,42.9,1
2305.087,23:49:03.981,temperature,19.4,1
2305.087,23:49:03.981,humidity,60.1,1
2305.087,23:49:03.981,noise,40.2,1
2308.212,23:49:07.107,temperature,19.41,1
2308.213,23:49:07.107,humidity,60.29,1
2308.213,23:49:07.107,noise,40.3,1
2311.288,23:49:10.183,temperature,19.42,1
2311.289,23:49:10.183,humidity,60.5,1
2311.289,23:49:10.183,noise,58.6,1
2314.367,23:49:13.262,temperature,19.44,1
2314.367,23:49:13.262,humidity,60.65,1
2314.367,23:49:13.262,noise,40.5,1
2317.496,23:49:16.391,temperature,19.49,1
2317.496,23:49:16.391,humidity,60.78,1
2317.496,23:49:16.391,noise,42.9,1
2320.573,23:49:19.468,temperature,19.49,1
2320.573,23:49:19.468,humidity,60.95,1
2320.573,23:49:19.468,noise,41.7,1
2323.651,23:49:22.545,temperature,19.51,1
2323.651,23:49:22.545,humidity,61.11,1
2323.651,23:49:22.545,noise,40.6,1
2326.778,23:49:25.673,temperature,19.54,1
2326.778,23:49:25.673,humidity,61.22,1
2326.778,23:49:25.673,noise,50.8,1
2329.861,23:49:28.756,temperature,19.58,1
2329.861,23:49:28.756,humidity,61.27,1
2329.861,23:49:28.756,noise,40.6,1
2332.938,23:49:31.833,temperature,19.6,1
2332.938,23:49:31.833,humidity,61.39,1
2332.938,23:49:31.833,noise,41.7,1
2336.068,23:49:34.962,temperature,19.63,1
2336.068,23:49:34.962,humidity,61.52,1
2336.068,23:49:34.962,noise,41.9,1
2339.145,23:49:38.040,temperature,19.66,1
2339.145,23:49:38.040,humidity,61.55,1
2339.145,23:49:38.040,noise,40.1,1
2342.225,23:49:41.119,temperature,19.67,1
2342.225,23:49:41.119,humidity,61.59,1
2342.225,23:49:41.119,noise,40.2,1
2345.305,23:49:44.200,temperature,19.69,1
2345.305,23:49:44.200,humidity,61.81,1
2345.356,23:49:44.250,noise,54.9,1
2348.434,23:49:47.328,temperature,19.72,1
2348.434,23:49:47.328,humidity,61.97,1
2348.434,23:49:47.328,noise,47.2,1
2351.511,23:49:50.406,temperature,19.73,1
2351.511,23:49:50.406,humidity,62.13,1
2351.511,23:49:50.406,noise,40.6,1
2354.591,23:49:53.485,temperature,19.75,1
2354.591,23:49:53.485,humidity,62.24,1
2354.591,23:49:53.485,noise,40.8,1
2357.719,23:49:56.613,temperature,19.77,1
2357.719,23:49:56.613,humidity,62.41,1
2357.719,23:49:56.613,noise,41.1,1
2360.798,23:49:59.693,temperature,19.8,1
2360.798,23:49:59.693,humidity,62.53,1
2360.798,23:49:59.693,noise,40.8,1
2363.877,23:50:02.771,temperature,19.81,1
2363.877,23:50:02.771,humidity,62.72,1
2363.877,23:50:02.771,noise,40.8,1
2367.003,23:50:05.898,temperature,19.86,1
2367.003,23:50:05.898,humidity,62.78,1
2367.003,23:50:05.898,noise,42.8,1
2370.079,23:50:08.974,temperature,19.85,1
2370.079,23:50:08.974,humidity,62.9,1
2370.079,23:50:08.974,noise,41.5,1
2373.159,23:50:12.054,temperature,19.89,1
2373.159,23:50:12.054,humidity,62.97,1
2373.159,23:50:12.054,noise,40.8,1
2376.289,23:50:15.184,temperature,19.9,1
2376.289,23:50:15.184,humidity,63.05,1
2376.289,23:50:15.184,noise,41.2,1
2379.367,23:50:18.262,temperature,19.95,1
2379.367,23:50:18.262,humidity,63.09,1
2379.367,23:50:18.262,noise,40.9,1
2382.445,23:50:21.340,temperature,19.95,1
2382.445,23:50:21.340,humidity,63.19,1
2382.445,23:50:21.340,noise,41.5,1
2385.573,23:50:24.468,temperature,19.97,1
2385.573,23:50:24.468,humidity,63.29,1
2385.573,23:50:24.468,noise,52.2,1
2388.653,23:50:27.548,temperature,20.01,1
2388.653,23:50:27.548,humidity,63.39,1
2388.653,23:50:27.548,noise,45.2,1
2391.731,23:50:30.626,temperature,20.03,1
2391.731,23:50:30.626,humidity,63.42,1
2391.731,23:50:30.626,noise,42.8,1
2394.809,23:50:33.704,temperature,20.03,1
2394.860,23:50:33.754,humidity,63.48,1
2394.860,23:50:33.754,noise,43.6,1
2397.937,23:50:36.832,temperature,20.06,1
2397.937,23:50:36.832,humidity,63.61,1
2397.937,23:50:36.832,noise,50.6,1
2401.017,23:50:39.912,temperature,20.06,1
2401.017,23:50:39.912,humidity,63.71,1
2401.017,23:50:39.912,noise,43.5,1
2404.095,23:50:42.990,temperature,20.08,1
2404.095,23:50:42.990,humidity,63.81,1
2404.146,23:50:43.040,noise,42.2,1
2407.224,23:50:46.119,temperature,20.12,1
2407.224,23:50:46.119,humidity,63.93,1
2407.224,23:50:46.119,noise,40.6,1
2410.304,23:50:49.199,temperature,20.12,1
2410.304,23:50:49.199,humidity,64.07,1
2410.304,23:50:49.199,noise,48.7,1
2413.384,23:50:52.279,temperature,20.17,1
2413.384,23:50:52.279,humidity,64.15,1
2413.384,23:50:52.279,noise,41.3,1
2416.514,23:50:55.409,temperature,20.17,1
2416.514,23:50:55.409,humidity,64.26,1
2416.514,23:50:55.409,noise,43.3,1
2419.594,23:50:58.489,temperature,20.2,1
2419.594,23:50:58.489,humidity,64.38,1
2419.594,23:50:58.489,noise,42.7,1
2422.673,23:51:01.568,temperature,20.26,1
2422.673,23:51:01.568,humidity,64.44,1
2422.673,23:51:01.568,noise,41.3,1
2425.750,23:51:04.645,temperature,20.28,1
2425.801,23:51:04.696,humidity,64.53,1
2425.801,23:51:04.696,noise,41.5,1
2428.883,23:51:07.778,temperature,20.3,1
2428.883,23:51:07.778,humidity,64.61,1
2428.883,23:51:07.778,noise,41.1,1
2431.964,23:51:10.859,temperature,20.31,1
2431.964,23:51:10.859,humidity,64.64,1
2431.964,23:51:10.859,noise,41.1,1
2435.045,23:51:13.940,temperature,20.34,1
2435.045,23:51:13.940,humidity,64.69,1
2435.045,23:51:13.940,noise,41.1,1
2438.126,23:51:17.020,temperature,20.34,1
2438.177,23:51:17.071,humidity,64.82,1
2438.177,23:51:17.071,noise,41.4,1
2441.258,23:51:20.153,temperature,20.36,1
2441.258,23:51:20.153,humidity,64.97,1
2441.258,23:51:20.153,noise,41.3,1
2444.338,23:51:23.232,temperature,20.37,1
2444.338,23:51:23.232,humidity,65.16,1
2444.338,23:51:23.232,noise,41.3,1
2447.419,23:51:26.314,temperature,20.4,1
2447.419,23:51:26.314,humidity,65.36,1
2447.419,23:51:26.314,noise,44.9,1
2450.550,23:51:29.445,temperature,20.45,1
2450.550,23:51:29.445,humidity,65.64,1
2450.550,23:51:29.445,noise,41.5,1
2453.631,23:51:32.526,temperature,20.49,1
2453.631,23:51:32.526,humidity,65.89,1
2453.631,23:51:32.526,noise,42.4,1
2456.710,23:51:35.605,temperature,20.52,1
2456.710,23:51:35.605,humidity,66.37,1
2456.710,23:51:35.605,noise,41.5,1
2459.790,23:51:38.685,temperature,20.54,1
2459.790,23:51:38.685,humidity,66.78,1
2459.841,23:51:38.736,noise,45.4,1
2462.920,23:51:41.815,temperature,20.59,1
2462.920,23:51:41.815,humidity,67.16,1
2462.920,23:51:41.815,noise,41.9,1
2466.000,23:51:44.895,temperature,20.63,1
2466.000,23:51:44.895,humidity,67.46,1
2466.000,23:51:44.895,noise,41.1,1
2469.080,23:51:47.975,temperature,20.64,1
2469.080,23:51:47.975,humidity,67.84,1
2469.080,23:51:47.975,noise,41.1,1
2472.166,23:51:51.061,temperature,20.72,1
2472.166,23:51:51.061,humidity,68.27,1
2472.217,23:51:51.112,noise,41.3,1
2475.296,23:51:54.191,temperature,20.79,1
2475.296,23:51:54.191,humidity,68.8,1
2475.296,23:51:54.191,noise,41.0,1
2478.376,23:51:57.271,temperature,20.81,1
2478.376,23:51:57.271,humidity,69.15,1
2478.376,23:51:57.271,noise,41.1,1
2481.456,23:52:00.351,temperature,20.86,1
2481.456,23:52:00.351,humidity,69.36,1
2481.456,23:52:00.351,noise,41.9,1
2484.582,23:52:03.477,temperature,20.91,1
2484.582,23:52:03.477,humidity,69.65,1
2484.582,23:52:03.477,noise,42.2,1
2487.661,23:52:06.556,temperature,20.98,1
2487.661,23:52:06.556,humidity,70.07,1
2487.661,23:52:06.556,noise,42.4,1
2490.740,23:52:09.635,temperature,21.0,1
2490.740,23:52:09.635,humidity,70.43,1
2490.740,23:52:09.635,noise,42.4,1
2493.868,23:52:12.762,temperature,21.07,1
2493.868,23:52:12.763,humidity,70.7,1
2493.868,23:52:12.763,noise,42.3,1
2496.947,23:52:15.842,temperature,21.12,1
2496.947,23:52:15.842,humidity,71.1,1
2496.947,23:52:15.842,noise,42.3,1
2500.028,23:52:18.922,temperature,21.14,1
2500.028,23:52:18.922,humidity,71.37,1
2500.028,23:52:18.922,noise,42.3,1
2503.108,23:52:22.003,temperature,21.19,1
2503.108,23:52:22.003,humidity,71.71,1
2503.159,23:52:22.054,noise,42.4,1
2506.238,23:52:25.133,temperature,21.26,1
2506.238,23:52:25.133,humidity,72.11,1
2506.238,23:52:25.133,noise,42.4,1
2509.318,23:52:28.213,temperature,21.3,1
2509.318,23:52:28.213,humidity,72.54,1
2509.318,23:52:28.213,noise,42.4,1
2512.396,23:52:31.291,temperature,21.33,1
2512.396,23:52:31.291,humidity,72.89,1
2512.396,23:52:31.291,noise,42.5,1
2515.527,23:52:34.422,temperature,21.38,1
2515.527,23:52:34.422,humidity,73.15,1
2515.527,23:52:34.422,noise,42.3,1
2518.609,23:52:37.503,temperature,21.45,1
2518.609,23:52:37.503,humidity,73.34,1
2518.609,23:52:37.504,noise,42.4,1
2521.690,23:52:40.584,temperature,21.5,1
2521.690,23:52:40.584,humidity,73.72,1
2521.690,23:52:40.584,noise,42.2,1
2524.768,23:52:43.663,temperature,21.54,1
2524.768,23:52:43.663,humidity,74.02,1
2524.819,23:52:43.714,noise,42.4,1
2527.900,23:52:46.795,temperature,21.58,1
2527.901,23:52:46.795,humidity,74.18,1
2527.901,23:52:46.795,noise,42.4,1
2530.981,23:52:49.876,temperature,21.62,1
2530.981,23:52:49.876,humidity,74.41,1
2530.981,23:52:49.876,noise,42.3,1
2534.062,23:52:52.957,temperature,21.67,1
2534.062,23:52:52.957,humidity,74.55,1
2534.062,23:52:52.957,noise,42.4,1
2537.141,23:52:56.036,temperature,21.7,1
2537.141,23:52:56.036,humidity,74.71,1
2537.192,23:52:56.086,noise,42.6,1
2540.270,23:52:59.165,temperature,21.75,1
2540.270,23:52:59.165,humidity,74.94,1
2540.270,23:52:59.165,noise,42.3,1
2543.349,23:53:02.243,temperature,21.8,1
2543.349,23:53:02.243,humidity,75.14,1
2543.349,23:53:02.243,noise,42.4,1
2546.429,23:53:05.323,temperature,21.83,1
2546.429,23:53:05.324,humidity,75.29,1
2546.429,23:53:05.324,noise,42.2,1
2549.558,23:53:08.453,temperature,21.86,1
2549.558,23:53:08.453,humidity,75.43,1
2549.558,23:53:08.453,noise,42.4,1
2552.638,23:53:11.533,temperature,21.9,1
2552.638,23:53:11.533,humidity,75.51,1
2552.638,23:53:11.533,noise,42.0,1
2555.717,23:53:14.612,temperature,21.94,1
2555.717,23:53:14.612,humidity,75.76,1
2555.717,23:53:14.612,noise,42.2,1
2558.846,23:53:17.740,temperature,21.97,1
2558.846,23:53:17.740,humidity,75.89,1
2558.846,23:53:17.740,noise,42.2,1
2561.923,23:53:20.818,temperature,22.01,1
2561.923,23:53:20.818,humidity,76.05,1
2561.923,23:53:20.818,noise,42.3,1
2565.002,23:53:23.896,temperature,22.05,1
2565.002,23:53:23.896,humidity,76.29,1
2565.002,23:53:23.896,noise,42.2,1
2568.128,23:53:27.023,temperature,22.08,1
2568.129,23:53:27.023,humidity,76.51,1
2568.129,23:53:27.023,noise,42.3,1
2571.208,23:53:30.103,temperature,22.11,1
2571.208,23:53:30.103,humidity,76.65,1
2571.208,23:53:30.103,noise,42.0,1
2574.286,23:53:33.180,temperature,22.13,1
2574.286,23:53:33.180,humidity,76.77,1
2574.286,23:53:33.180,noise,41.4,1
2577.365,23:53:36.259,temperature,22.15,1
2577.365,23:53:36.259,humidity,76.88,1
2577.415,23:53:36.310,noise,41.1,1
2580.494,23:53:39.388,temperature,22.19,1
2580.494,23:53:39.388,humidity,77.01,1
2580.494,23:53:39.388,noise,41.2,1
2583.573,23:53:42.468,temperature,22.19,1
2583.573,23:53:42.468,humidity,76.98,1
2583.573,23:53:42.468,noise,41.2,1
2586.654,23:53:45.549,temperature,22.23,1
2586.655,23:53:45.549,humidity,76.98,1
